"","Title","Path","Box","Distrubutor","Release.Date","Genre","Runtime","MPAA","Budget"
"11492","Southpaw: The Francis Barrett Story","/movies/?id=southpaw.htm",28365,"Shooting Gallery","April","Documentary",77,"Unrated",NA
"11493","Guys and Balls","/movies/?id=guysandballs.htm",28324,"Regent Releasing","April","Foreign",106,"R",NA
"11494","North Sea Texas","/movies/?id=northseatexas.htm",28307,"Strand","November","Foreign",NA,"Unrated",NA
"11495","39 Pounds of Love","/movies/?id=39poundsoflove.htm",28195,"Balcony Releasing","November","Documentary",70,"Unrated",NA
"11496","South of Heaven, West of Hell","/movies/?id=southofheavenwestofhell.htm",28149,"Blue Steel","June","Western",NA,"R",NA
"11497","Teddy Bears' Picnic","/movies/?id=teddybearspicnic.htm",28149,"Magnolia","March","Comedy",80,"R",NA
"11498","The Ambassador","/movies/?id=ambassador.htm",28102,"Drafthouse","August","Documentary",97,"Unrated",NA
"11499","Closed Curtain","/movies/?id=closedcurtain.htm",28098,"Variance Films","July","Foreign",106,"Unrated",NA
"11500","Eternal","/movies/?id=eternal.htm",28089,"Regent Releasing","August","Horror",107,"R",NA
"11501","An American Affair","/movies/?id=americanaffair.htm",28044,"Screen Media","February","Drama",93,"R",NA
"11502","The Blossoming of Maximo Oliveros","/movies/?id=blossomingofmaximooliveros.htm",28041,"Unico Entertainment","September","Foreign",100,"Unrated",NA
"11503","Take Me to the River (2016)","/movies/?id=takemetotheriver2016.htm",28041,"Film Movement","March","Drama",84,"Unrated",NA
"11504","Superstar in a Housedress","/movies/?id=superstarinahousedress.htm",28032,"Abramorama","May","Unknown",95,"Unrated",NA
"11505","The Umbrellas of Cherbourg (Re-issue)","/movies/?id=umbrellasofcherbourg04.htm",28030,"Zeitgeist","February","Unknown",92,"Unrated",NA
"11506","Least Among Saints","/movies/?id=leastamongsaints.htm",28026,"Brainstorm Media","October","Drama",107,"R",NA
"11507","A Song for Martin","/movies/?id=songformartin.htm",27983,"First Look","December","Unknown",117,"PG-13",NA
"11508","Desbocados","/movies/?id=desbocados.htm",27908,"Slowhand Cinema","February","Foreign",88,"R",NA
"11509","Teen Witch","/movies/?id=teenwitch.htm",27843,"Trans World Ent.","April","Unknown",94,"PG-13",NA
"11510","King of the Jungle","/movies/?id=kingofthejungle.htm",27841,"Urbanworld","November","Unknown",87,"R",NA
"11511","Don Carlo at La Scala","/movies/?id=doncarloatlascala.htm",27834,"Emerging Pictures","December","Concert",NA,"Unrated",NA
"11512","Best Laid Plans","/movies/?id=bestlaidplans.htm",27816,"Fox Searchlight","September","Unknown",92,"R",7
"11513","Tuesday, After Christmas","/movies/?id=tuesdayafterchristmas.htm",27813,"Lorber Films","May","Foreign",99,"Unrated",NA
"11514","[Rec] 2","/movies/?id=rec2.htm",27766,"Magnolia","July","Foreign / Horror",85,"R",NA
"11515","Simon Killer","/movies/?id=simonkiller.htm",27740,"IFC","April","Thriller",105,"Unrated",NA
"11516","Snowboarder","/movies/?id=snowboarder.htm",27732,"Christal Films","October","Unknown",110,"Unrated",NA
"11517","The Hottie & the Nottie","/movies/?id=hottieandthenottie.htm",27696,"Regent Releasing","February","Romantic Comedy",90,"PG-13",NA
"11518","Before I Forget","/movies/?id=beforeiforget.htm",27611,"Strand","July","Foreign",108,"Unrated",NA
"11519","Good Dick","/movies/?id=gooddick.htm",27595,"Abramorama","October","Drama",86,"R",NA
"11520","Broadway Idiot","/movies/?id=broadwayidiot.htm",27595,"FilmBuff","October","Documentary",80,"Unrated",NA
"11521","Leon Morin, Priest","/movies/?id=leonmorinpriest.htm",27567,"Rialto","April","Foreign",130,"Unrated",NA
"11522","The King and the Mockingbird","/movies/?id=kingandthemockingbird.htm",27513,"Rialto","November","Animation",87,"Unrated",NA
"11523","Finding North","/movies/?id=findingnorth.htm",27466,"Cowboy","June","Romantic Comedy",NA,"Unrated",NA
"11524","To Die For (1995)","/movies/?id=todiefor95.htm",27455,"First Run","June","Fantasy Drama",101,"R",NA
"11525","Boy's Briefs 4","/movies/?id=boysbriefs4.htm",27449,"Picture This!","July","Drama",97,"Unrated",NA
"11526","Beyond Vanilla","/movies/?id=beyondvanilla.htm",27396,"Strand","May","Documentary",92,"Unrated",NA
"11527","Therapy for a Vampire","/movies/?id=therapyforavampire.htm",27394,"Music Box Films","June","Horror Comedy",87,"Unrated",NA
"11528","Port of Shadows (2012 re-issue)","/movies/?id=portofshadows.htm",27389,"Rialto","September","Foreign",91,"Unrated",NA
"11529","Giorgio Moroder Presents Metropolis","/movies/?id=metropolis11.htm",27362,"Kino Classics","October","Sci-Fi",NA,"Unrated",NA
"11530","Surveillance","/movies/?id=surveillance.htm",27349,"Magnolia","June","Thriller",97,"R",NA
"11531","Who Gets to Call It Art?","/movies/?id=whogetstocallitart.htm",27344,"Palm","February","Documentary",76,"Unrated",NA
"11532","Good","/movies/?id=good08.htm",27276,"ThinkFilm","December","Drama",91,"R",NA
"11533","After the Life: Trilogy 3","/movies/?id=afterthelifetrilogy3.htm",27256,"Magnolia","February","Foreign",124,"R",NA
"11534","Jane's Journey","/movies/?id=janesjourney.htm",27253,"First Run","September","Documentary",105,"Unrated",NA
"11535","Everybody Says I'm Fine!","/movies/?id=everybodysaysimfine.htm",27225,"Panorama","May","Foreign",NA,"Unrated",NA
"11536","Iron Island","/movies/?id=ironisland.htm",27177,"Kino","March","Foreign",90,"Unrated",NA
"11537","Tiger Eyes","/movies/?id=tigereyes.htm",27160,"Freestyle Releasing","June","Drama",92,"PG-13",NA
"11538","Here and There","/movies/?id=hereandthere.htm",27156,"Cinema Purgatorio","May","Comedy / Drama",85,"Unrated",NA
"11539","Blackway","/movies/?id=blackway.htm",27079,"Electric Entertainment","June","Thriller",90,"Not Yet Rated",NA
"11540","Lilting","/movies/?id=lilting.htm",27054,"Strand","September","Drama",91,"Unrated",NA
"11541","Last Weekend","/movies/?id=lastweekend.htm",27053,"IFC","August","Comedy",94,"Unrated",NA
"11542","Guest of Cindy Sherman","/movies/?id=guestofcindysherman.htm",27052,"Trela Media","March","Documentary",88,"Unrated",NA
"11543","Clash (Bay Rong)","/movies/?id=clashbayrong.htm",27052,"Variance Films","March","Foreign / Action",90,"R",NA
"11544","The Last Ride","/movies/?id=lastride.htm",27000,"Category One","October","Drama",101,"PG-13",NA
"11545","The Joyriders","/movies/?id=joyriders.htm",26999,"Providence","April","Unknown",93,"PG-13",NA
"11546","Frontrunners","/movies/?id=frontrunners.htm",26976,"Oscilloscope Pictures","October","Documentary",83,"Unrated",NA
"11547","Out in the Dark","/movies/?id=outinthedark.htm",26966,"Breaking Glass Pictures","September","Foreign",96,"Unrated",NA
"11548","Nuts!","/movies/?id=nuts2016.htm",26960,"Cartuna","June","Documentary",79,"Unrated",NA
"11549","Gringo Wedding","/movies/?id=gringowedding.htm",26946,"Gringo Wedding LLC","May","Comedy",105,"R",NA
"11550","The Garden","/movies/?id=garden09.htm",26931,"Oscilloscope Pictures","April","Documentary",80,"Unrated",NA
"11551","Cape of Good Hope","/movies/?id=capeofgoodhope.htm",26904,"Artistic License","November","Drama",107,"PG-13",3
"11552","The Dukes","/movies/?id=dukes08.htm",26875,"CAVU","November","Crime Comedy",94,"PG-13",NA
"11553","Abduction: The Megumi Yokota Story","/movies/?id=abduction.htm",26859,"Sagewood Cinema Ventures","November","Documentary",85,"Unrated",NA
"11554","The Devil, Probably (2012 re-release)","/movies/?id=devilprobably2012.htm",26816,"The Film Desk","January","Foreign",95,"Unrated",NA
"11555","A Fish Without a Bicycle","/movies/?id=fishwithoutabicycle.htm",26799,"Echelon Ent.","October","Romantic Comedy",97,"R",NA
"11556","Anesthesia","/movies/?id=anesthesia.htm",26799,"IFC","January","Drama / Thriller",90,"R",NA
"11557","Trudell","/movies/?id=trudell.htm",26756,"Balcony Releasing","February","Documentary",80,"Unrated",NA
"11558","Earth Days","/movies/?id=earthdays.htm",26748,"Zeitgeist","August","Documentary",90,"Unrated",NA
"11559","Massoud, the Afghan","/movies/?id=massoudtheafghan.htm",26747,"New Yorker","December","Unknown",89,"Unrated",NA
"11560","Here (2012)","/movies/?id=here2012.htm",26743,"Strand","April","Romance",126,"Unrated",NA
"11561","Khiladi 420","/movies/?id=khiladi420.htm",26731,"Eros","December","Unknown",NA,"Unrated",NA
"11562","Metroland","/movies/?id=metroland.htm",26682,"Lions Gate","April","Unknown",99,"R",NA
"11563","Papa (Luo shan ji dao dan ji hua)","/movies/?id=papa2016.htm",26677,"Jampa","March","Comedy / Drama",NA,"Unrated",NA
"11564","Machuca","/movies/?id=machuca.htm",26676,"Menemsha","January","Foreign",116,"Unrated",NA
"11565","The Answer Man","/movies/?id=answerman.htm",26676,"Magnolia","July","Comedy",95,"R",NA
"11566","Lyrical Nitrate","/movies/?id=lyricalnitrate.htm",26662,"Zeitgeist","October","Unknown",121,"Unrated",NA
"11567","Snow Cake","/movies/?id=snowcake.htm",26651,"IFC","April","Drama",112,"Unrated",NA
"11568","The Sweeney","/movies/?id=thesweeney.htm",26650,"Entertainment One","March","Crime",112,"R",NA
"11569","Pink Ribbons, Inc.","/movies/?id=pinkribbons.htm",26608,"First Run","June","Documentary",98,"R",NA
"11570","All the Little Animals","/movies/?id=allthelittleanimals.htm",26558,"Lions Gate","September","Unknown",NA,"R",NA
"11571","Barely Legal","/movies/?id=barelylegal.htm",26511,"Sony / Columbia","October","Comedy",95,"R",NA
"11572","All About Lily Chou-Chou","/movies/?id=chouchou.htm",26485,"Cowboy","July","Unknown",146,"Unrated",NA
"11573","Khosla Ka Ghosla","/movies/?id=khoslakaghosla.htm",26472,"UTV Communications","September","Foreign",130,"Unrated",NA
"11574","Forgotten Silver","/movies/?id=forgottensilver.htm",26459,"First Run","October","Unknown",55,"Unrated",NA
"11575","Unknown (2006)","/movies/?id=unknown.htm",26403,"IFC","November","Drama / Thriller",86,"Unrated",NA
"11576","Nine Dead Gay Guys","/movies/?id=ninedeadgayguys.htm",26377,"TLA Releasing","October","Unknown",83,"Unrated",NA
"11577","Clean, Shaven","/movies/?id=cleanshaven.htm",26351,"Strand","March","Drama",79,"Unrated",NA
"11578","Unlocking the Cage","/movies/?id=unlockingthecage.htm",26292,"First Run","May","Documentary",91,"Unrated",NA
"11579","Two Bits","/movies/?id=twobits.htm",26282,"Miramax","November","Unknown",84,"PG-13",NA
"11580","Eyes Wide Open","/movies/?id=eyeswideopen.htm",26258,"New American Vision","February","Drama",90,"Unrated",NA
"11581","October Country","/movies/?id=octobercountry.htm",26185,"International Film Circuit","February","Documentary",80,"Unrated",NA
"11582","Standing Tall (La tete haute)","/movies/?id=standingtall.htm",26144,"Cohen Media Group","April","Drama",120,"R",NA
"11583","Sex, Politics & Cocktails","/movies/?id=sexpoliticscocktails.htm",26087,"Regent Releasing","May","Romantic Comedy",90,"Unrated",NA
"11584","Lipstick and Dynamite","/movies/?id=lipstickanddynamite.htm",26073,"Koch Lorber Films","March","Documentary",75,"Unrated",NA
"11585","Perestroika","/movies/?id=perestroika.htm",26064,"Strand","March","Unknown",116,"Unrated",NA
"11586","Highway to Hell","/movies/?id=highwaytohell.htm",26055,"Hemdale","March","Unknown",94,"R",NA
"11587","Sequins","/movies/?id=sequins.htm",26042,"New Yorker","May","Foreign",88,"Unrated",NA
"11588","Nursery University","/movies/?id=nurseryuniversity.htm",26042,"Variance Films","April","Documentary",90,"Unrated",NA
"11589","Maze","/movies/?id=maze.htm",26041,"Andora Pictures","November","Unknown",97,"R",NA
"11590","I'm Not Rappaport","/movies/?id=imnotrappaport.htm",26011,"Gramercy","December","Unknown",136,"PG-13",NA
"11591","The Winner","/movies/?id=winner.htm",26004,"Artisan","July","Unknown",92,"R",NA
"11592","Django (2012 re-release)","/movies/?id=django2012.htm",25916,"Rialto","December","Foreign",91,"Unrated",NA
"11593","Snoop Dogg's Hood of Horror","/movies/?id=hoodofhorror.htm",25900,"Xenon Pictures","May","Horror",84,"R",5
"11594","Cowards Bend the Knee","/movies/?id=cowardsbendtheknee.htm",25860,"Zeitgeist","August","Drama",64,"Unrated",NA
"11595","Carla's Song","/movies/?id=carlassong.htm",25845,"Shadow Dist.","June","Drama",127,"Unrated",NA
"11596","Caesar & Otto's Summer Camp Massacre","/movies/?id=ceasarandotto.htm",25844,"Nocturnal Features","September","Horror Comedy",76,"Unrated",NA
"11597","Spriggan","/movies/?id=spriggan.htm",25824,"ADV Films","October","Animation",90,"R",NA
"11598","Elena (2014)","/movies/?id=elena2014.htm",25788,"Variance Films","May","Documentary",82,"Unrated",NA
"11599","The Air I Breathe","/movies/?id=airibreathe.htm",25775,"ThinkFilm","January","Drama",97,"R",NA
"11600","Through the Fire","/movies/?id=throughthefire.htm",25752,"Cinema Libre","February","Documentary",103,"Unrated",NA
"11601","The Willow Tree","/movies/?id=willowtree.htm",25752,"New Yorker","August","Foreign",96,"Unrated",NA
"11602","Stephanie Daley","/movies/?id=stephaniedaley.htm",25751,"Regent Releasing","April","Drama",90,"R",NA
"11603","Ladies and Gentlemen, The Fabulous Stains","/movies/?id=fabulousstains.htm",25728,"Paramount","October","Music Drama",87,"R",NA
"11604","Go Now!","/movies/?id=gonow.htm",25695,"Gramercy","May","Drama",81,"R",NA
"11605","The Wisdom of Crocodiles","/movies/?id=wisdomofcrocodiles.htm",25648,"Miramax","July","Unknown",NA,"R",NA
"11606","18 ans apres","/movies/?id=18ansapres.htm",25611,"TVA","May","Unknown",90,"Unrated",NA
"11607","The Exploding Girl","/movies/?id=theexplodinggirl.htm",25572,"Oscilloscope Pictures","March","Drama",79,"Unrated",NA
"11608","Naked Boys Singing","/movies/?id=nakedboyssinging.htm",25526,"TLA Releasing","October","Musical",95,"Unrated",NA
"11609","Waiting for Forever","/movies/?id=waitingforforever.htm",25517,"Freestyle Releasing","February","Romance",94,"PG-13",5
"11610","Henri-Georges Clouzot's Inferno","/movies/?id=inferno.htm",25489,"Flicker Alley","July","Documentary",102,"Unrated",NA
"11611","Christian Mingle","/movies/?id=christianmingle.htm",25480,"Rocky Mountain Pictures","October","Romantic Comedy",NA,"PG",NA
"11612","Werckmeister Harmonies","/movies/?id=werckmeisterharmonies.htm",25461,"Menemsha","October","Foreign",145,"Unrated",NA
"11613","Safe Conduct","/movies/?id=safeconduct.htm",25440,"Empire","October","Unknown",170,"Unrated",NA
"11614","The Other Woman","/movies/?id=otherwoman.htm",25423,"IFC","February","Drama",102,"R",NA
"11615","Mala Noche (re-issue)","/movies/?id=malanoche07.htm",25386,"Janus Films","June","Drama",78,"Unrated",NA
"11616","Level Five","/movies/?id=levelfive.htm",25386,"Icarus Films","August","Foreign",106,"Unrated",NA
"11617","Adult World","/movies/?id=adultworld.htm",25368,"IFC","February","Comedy",93,"R",NA
"11618","The New Year's Eve of Old Lee","/movies/?id=newyearseveofoldlee.htm",25358,"China Lion","February","Comedy",106,"Unrated",NA
"11619","Neon Bull","/movies/?id=neonbull.htm",25347,"Kino Lorber","April","Drama",101,"Unrated",NA
"11620","Cashback","/movies/?id=cashback.htm",25343,"Magnolia","July","Comedy",102,"Unrated",NA
"11621","Nobody Walks","/movies/?id=nobodywalks.htm",25342,"Magnolia","October","Drama",83,"R",NA
"11622","Serious Moonlight","/movies/?id=seriousmoonlight.htm",25339,"Magnolia","December","Comedy",84,"R",NA
"11623","Lake of Fire","/movies/?id=lakeoffire.htm",25317,"ThinkFilm","October","Documentary",152,"Unrated",NA
"11624","Maestro","/movies/?id=maestro.htm",25315,"Artrution","March","Unknown",77,"Unrated",NA
"11625","Chevalier","/movies/?id=chevalier.htm",25264,"Strand","May","Drama",99,"Unrated",NA
"11626","Death of the Virgin","/movies/?id=deathofthevirgin.htm",25247,"Indican","February","Horror",103,"Unrated",NA
"11627","The Worst Movie EVER!","/movies/?id=worstmovieever.htm",25206,"Driving With Our Eyes Shut","August","Action Comedy",76,"Unrated",NA
"11628","Drivers Wanted","/movies/?id=driverswanted.htm",25189,"Pillen's Farm Pictures","June","Comedy",94,"Unrated",NA
"11629","Fresh (2010)","/movies/?id=fresh2010.htm",25115,"Ripple Effect Inc.","April","Documentary",72,"Unrated",NA
"11630","Gotta Dance","/movies/?id=gottadance.htm",25108,"Mitropoulos Films","July","Documentary",93,"Unrated",NA
"11631","In Another Country","/movies/?id=inanothercountry.htm",25079,"Kino Lorber","November","Drama",89,"Unrated",NA
"11632","Shade","/movies/?id=shade.htm",25032,"RKO","April","Unknown",95,"R",10
"11633","Bonnie & Clyde Vs. Dracula","/movies/?id=bonnieclydevsdracula.htm",25027,"Indican","March","Action",90,"Unrated",NA
"11634","My Little Girl","/movies/?id=mylittlegirl.htm",25000,"Hemdale","October","Unknown",120,"R",NA
"11635","End of the Line","/movies/?id=endoftheline.htm",25000,"Orion Classics","August","Unknown",103,"PG",NA
"11636","For Ever Mozart","/movies/?id=forevermozart.htm",25000,"New Yorker","July","Foreign",84,"Unrated",NA
"11637","The Power of Few","/movies/?id=poweroffew.htm",25000,"Steelyard Pictures","February","Crime Drama",NA,"R",NA
"11638","Shadow Glories","/movies/?id=shadowglories.htm",24997,"Hamzeh Mystique","September","Unknown",NA,"R",NA
"11639","The Weeping Meadow","/movies/?id=weepingmeadow.htm",24966,"New Yorker","September","Foreign",170,"Unrated",NA
"11640","A Monster with a Thousand Heads","/movies/?id=monsterthousandheads.htm",24852,"Music Box Films","May","Drama / Thriller",75,"Unrated",NA
"11641","Wrestling with Angels: Playwright Tony Kushner","/movies/?id=wrestlingwithangels.htm",24729,"Balcony Releasing","October","Documentary",98,"Unrated",NA
"11642","Dream for an Insomniac","/movies/?id=dreamforaninsomniac.htm",24727,"Lions Gate","June","Unknown",90,"R",NA
"11643","Harvest","/movies/?id=harvest.htm",24657,"Monterey Media, Inc.","May","Drama",NA,"R",NA
"11644","Eat This New York","/movies/?id=eatthisnewyork.htm",24640,"Organic Pictures","January","Unknown",80,"Unrated",NA
"11645","Born to Fly: Elizabeth Streb vs. Gravity","/movies/?id=borntofly.htm",24630,"The Film Collaborative","September","Documentary",82,"Unrated",NA
"11646","Bang Rajan","/movies/?id=bangrajan.htm",24629,"Magnolia","August","Foreign",71,"R",NA
